genre,budget_million,director_score,cast_popularity,runtime_minutes,release_month,marketing_spend,is_sequel,box_office_hit
Thriller,78.34,5.61,42.23,99,9,11.57,0,0
Comedy,74.19,6.94,47.77,104,12,17.14,0,1
Action,58.11,4.73,54.8,136,4,10.58,0,0
Fantasy,61.85,5.27,56.51,136,8,4.56,0,0
Comedy,37.99,8.89,72.78,167,7,11.48,1,1
Fantasy,16.25,5.2,39.36,112,7,14.04,0,0
Drama,57.49,7.24,57.33,171,11,16.07,1,1
Thriller,52.07,2.22,47.61,161,11,13.28,0,0
Comedy,77.71,6.95,44.93,83,4,19.2,0,1
Fantasy,45.76,5.82,38.26,106,3,8.18,1,0
Comedy,54.77,5.93,68.2,92,10,8.79,1,1
Action,58.62,2.76,57.47,176,2,8.58,0,0
Horror,67.17,6.59,71.71,142,12,5.89,0,1
Fantasy,78.46,6.4,93.12,144,3,13.6,1,1
Horror,21.39,7.2,35.46,96,11,9.46,1,0
Drama,71.05,8.74,46.18,129,6,14.13,0,1
Comedy,44.58,3.11,64.52,80,6,13.87,0,0
Comedy,69.28,6.24,68.65,104,8,10.92,1,1
Sci-Fi,94.35,4.61,32.11,144,1,10.92,0,0
Sci-Fi,1.0,9.63,44.7,164,3,5.59,0,0
Drama,86.43,5.6,97.48,146,1,11.42,1,1
Drama,46.45,8.42,34.84,156,4,16.71,1,1
Comedy,24.34,4.48,59.63,179,11,2.67,1,0
Romance,36.87,5.46,40.28,141,10,10.24,0,0
Drama,19.06,2.59,52.42,117,8,15.81,1,0
Romance,65.22,7.59,38.17,99,5,8.72,1,1
Fantasy,18.96,2.54,57.92,99,11,12.97,0,0
Fantasy,86.13,6.0,74.2,158,1,13.93,1,1
Drama,70.76,7.67,40.2,155,4,18.69,0,1
Sci-Fi,56.81,6.47,52.97,80,8,3.0,1,0
Horror,1.0,1.77,57.71,118,8,2.25,1,0
Comedy,10.32,5.32,24.35,177,12,12.94,0,0
Romance,47.6,8.48,25.2,159,4,5.59,0,0
Horror,49.23,7.1,46.23,117,11,13.57,1,1
Fantasy,78.19,5.51,76.24,90,4,14.57,1,1
Romance,1.0,3.93,85.9,143,8,16.7,1,1
Drama,27.22,6.87,42.43,107,10,5.48,0,0
Fantasy,75.11,5.13,44.36,167,6,12.49,0,0
Drama,39.88,4.15,51.1,83,10,13.26,0,0
Thriller,35.98,5.52,59.69,110,11,15.05,1,1
Sci-Fi,1.63,7.36,56.31,127,4,11.97,1,1
Sci-Fi,81.76,4.69,80.3,165,6,0.91,1,1
Romance,35.45,5.95,10.96,102,8,10.46,1,0
Romance,82.81,5.41,50.6,84,12,9.66,1,0
Romance,93.97,3.59,53.32,163,3,3.95,1,0
Fantasy,89.51,5.38,20.32,168,11,2.94,0,0
Action,49.03,6.13,61.23,147,8,16.09,1,1
Drama,35.47,6.26,19.15,149,8,9.33,1,0
Thriller,33.43,8.19,37.68,155,6,3.68,0,0
Drama,109.05,6.44,53.05,174,2,5.48,1,1
Action,43.64,3.94,82.7,121,2,11.67,0,1
Fantasy,81.59,7.24,66.5,163,3,10.78,1,1
Horror,64.47,4.78,78.22,104,1,16.77,1,1
Comedy,37.65,4.17,46.34,109,3,7.96,1,0
Fantasy,42.41,9.33,58.13,162,11,0.0,0,1
Romance,85.5,6.64,27.75,119,11,11.66,1,0
Action,50.94,5.6,60.98,103,10,14.48,1,1
Fantasy,36.39,4.94,57.13,176,9,9.13,1,0
Drama,25.79,7.8,67.15,119,7,11.84,1,1
Comedy,59.6,8.93,97.46,92,4,6.17,1,1
Thriller,34.51,8.09,21.23,120,10,4.37,0,0
Thriller,67.82,7.84,42.35,120,11,2.95,0,0
Comedy,126.32,6.86,37.6,127,11,11.94,1,1
Romance,65.54,2.97,36.87,137,10,7.59,1,0
Drama,104.12,5.16,53.83,173,3,8.15,0,1
Action,28.56,7.15,27.87,133,3,6.51,0,0
Action,70.52,5.08,83.23,116,1,14.86,1,1
Drama,87.67,4.47,55.36,156,5,9.91,1,1
Thriller,91.39,5.54,89.55,129,1,7.83,1,1
Sci-Fi,88.38,3.63,53.14,143,3,3.68,1,0
Fantasy,50.5,2.34,70.32,152,10,5.27,0,0
Drama,76.7,5.65,51.35,120,3,16.64,0,1
Thriller,19.47,7.01,46.15,123,8,4.3,0,0
Sci-Fi,98.21,6.23,37.25,156,2,8.81,0,0
Drama,21.44,9.86,64.95,82,2,13.95,0,1
Sci-Fi,87.62,7.77,56.04,129,6,8.45,1,1
Thriller,81.31,6.88,91.13,123,12,0.0,1,1
Comedy,81.12,7.85,42.38,107,4,4.33,1,1
Fantasy,111.97,1.78,30.81,114,1,3.94,1,0
Romance,81.57,2.5,27.64,118,7,7.23,1,0
Action,10.2,6.77,59.04,110,3,9.3,0,0
Thriller,67.7,8.74,63.74,83,11,19.2,0,1
Thriller,1.0,2.56,35.66,82,8,0.0,0,0
Fantasy,47.27,2.67,56.03,88,7,16.09,0,0
Fantasy,37.33,7.47,68.5,80,6,6.63,0,1
Romance,69.14,6.02,25.83,176,12,0.94,0,0
Comedy,25.31,6.35,100.0,96,3,7.35,0,1
Sci-Fi,26.21,5.01,56.01,82,1,7.14,0,0
Horror,65.04,4.19,49.5,87,6,14.83,1,0
Romance,85.24,4.99,74.24,112,4,3.31,1,1
Thriller,50.08,5.68,39.22,98,10,7.71,1,0
Fantasy,119.69,3.12,22.66,136,9,10.64,0,0
Comedy,39.7,3.11,56.15,140,6,14.19,1,0
Drama,70.39,5.15,14.18,142,7,12.63,0,0
Action,60.24,9.47,49.82,161,8,18.65,1,1
Fantasy,39.72,3.74,100.0,123,4,8.83,0,1
Comedy,89.34,6.33,56.42,144,6,5.13,1,1
Horror,23.29,5.53,58.76,92,1,14.32,1,0
Horror,1.0,3.82,65.53,94,4,4.85,0,0
Drama,46.22,5.28,73.62,101,8,5.0,1,0
Romance,42.29,6.0,47.49,97,7,11.98,0,0
Drama,81.89,6.55,60.85,158,6,0.0,0,1
Thriller,12.51,5.08,44.81,132,5,14.86,1,0
Romance,65.71,7.82,29.47,82,12,14.78,0,0
Horror,62.08,4.94,62.86,82,3,8.96,1,0
Action,59.68,3.81,36.49,134,4,19.97,1,0
Drama,81.32,9.85,17.21,85,7,11.71,1,1
Fantasy,49.3,6.1,52.58,88,11,18.4,0,1
Horror,51.57,4.14,27.12,156,7,12.56,0,0
Fantasy,63.51,8.71,24.61,95,2,9.29,1,0
Horror,46.94,2.72,56.88,162,1,16.49,1,0
Drama,9.4,6.57,36.37,100,2,11.61,0,0
Drama,37.69,2.53,46.7,138,3,0.22,1,0
Action,42.23,1.56,58.51,148,12,13.59,0,0
Sci-Fi,33.13,4.74,54.06,167,10,10.47,0,0
Comedy,40.51,3.15,48.49,98,5,13.6,1,0
Thriller,55.39,9.83,60.95,151,7,11.85,1,1
Horror,41.78,4.83,24.49,173,10,13.7,0,0
Thriller,75.62,5.13,24.49,157,5,12.33,1,0
Fantasy,76.09,5.82,47.82,121,2,12.91,1,1
Action,1.0,6.06,52.41,84,11,12.79,0,0
Comedy,7.01,6.14,60.72,145,12,11.08,1,0
Drama,1.0,7.63,64.07,132,10,10.04,0,1
Sci-Fi,41.79,7.94,59.77,169,4,1.69,1,1
Horror,39.92,5.68,71.26,110,5,15.66,0,1
Action,54.53,6.53,63.78,119,12,14.39,1,1
Thriller,75.28,8.37,44.26,148,1,8.66,1,1
Horror,48.72,5.57,42.86,148,3,6.62,1,0
Sci-Fi,31.91,5.18,53.57,154,11,7.15,0,0
Fantasy,49.87,4.88,33.69,82,12,14.02,0,0
Romance,35.18,4.28,40.06,91,1,6.03,0,0
Thriller,5.68,6.69,92.56,126,10,16.41,1,1
Action,78.73,8.77,77.61,130,11,6.26,0,1
Thriller,62.74,5.21,59.17,81,8,9.76,1,0
Thriller,93.47,7.26,47.41,81,4,12.64,1,1
Thriller,12.89,8.07,37.76,81,7,7.59,0,0
Comedy,1.56,8.82,63.73,103,11,9.91,1,1
Fantasy,21.92,7.63,66.69,97,2,0.0,1,0
Action,61.97,6.69,71.02,147,2,7.82,0,1
Drama,75.77,5.06,49.34,160,8,15.72,0,1
Thriller,58.59,4.54,52.06,117,11,8.2,1,0
Comedy,54.31,6.39,67.08,85,5,17.09,0,1
Drama,75.64,6.95,40.4,99,2,15.84,0,1
Horror,36.22,2.66,59.43,89,10,8.7,0,0
Horror,81.69,7.45,48.13,139,6,18.24,1,1
Action,109.55,3.74,42.7,126,12,10.1,1,0
Horror,18.12,7.69,62.54,159,7,8.71,0,1
Sci-Fi,42.38,5.64,78.61,97,12,7.05,0,1
Action,8.3,6.89,24.75,86,10,8.74,1,0
Romance,21.04,7.73,0.0,163,12,13.85,0,0
Thriller,61.78,6.96,54.77,151,12,15.99,1,1
Romance,1.0,4.88,66.12,128,4,9.31,1,0
Thriller,26.61,8.97,23.05,169,7,3.95,0,0
Drama,81.61,5.59,53.52,101,1,8.76,1,1
Action,56.7,4.48,50.43,119,3,11.96,1,0
Comedy,73.04,6.93,41.48,153,5,15.4,0,1
Thriller,11.19,4.43,28.95,115,8,3.5,0,0
Fantasy,52.03,3.42,27.85,121,4,6.12,0,0
Sci-Fi,106.6,4.69,10.9,90,9,5.43,1,0
Horror,30.14,6.01,45.44,91,8,4.63,1,0
Romance,35.36,4.61,34.11,146,7,7.23,0,0
Action,67.45,5.37,74.11,121,7,5.65,1,1
Action,23.01,1.6,79.68,91,3,16.88,1,0
Drama,71.52,8.53,76.52,156,8,12.95,1,1
Horror,1.0,6.16,40.95,100,12,12.01,0,0
Sci-Fi,1.0,4.44,54.44,118,6,14.0,0,0
Action,59.43,8.64,63.76,142,1,8.83,1,1
Comedy,20.61,3.15,29.46,119,8,10.63,1,0
Comedy,33.03,4.05,16.35,117,5,12.73,0,0
Sci-Fi,76.3,4.97,47.04,125,4,9.73,1,0
Romance,68.73,4.58,52.27,89,3,5.29,0,0
Comedy,13.18,5.05,44.35,156,1,15.11,1,0
Horror,65.59,7.21,41.57,172,9,12.55,1,1
Drama,40.99,7.85,67.02,86,3,4.81,0,1
Romance,62.51,8.02,44.0,90,6,12.04,1,1
Romance,49.4,8.78,37.6,136,10,13.69,0,1
Romance,4.9,4.55,63.58,110,5,10.09,0,0
Horror,28.61,6.85,79.32,83,12,14.08,0,1
Thriller,1.0,4.54,58.83,95,11,0.0,0,0
Romance,55.56,4.5,66.04,172,7,4.85,1,0
Comedy,61.91,2.98,63.21,90,8,1.39,0,0
Horror,28.87,9.09,25.82,156,6,6.19,0,0
Comedy,46.53,8.54,72.62,144,3,15.51,0,1
Romance,20.78,10.0,67.83,169,3,11.91,1,1
Sci-Fi,87.69,7.64,38.75,94,4,6.9,1,1
Action,11.42,6.91,43.71,124,11,9.84,1,0
Action,40.67,5.08,42.32,84,12,18.0,1,0
Romance,11.05,8.31,58.89,166,8,16.02,0,1
Sci-Fi,57.04,6.88,38.4,145,3,6.24,1,0
Thriller,81.15,3.47,66.61,82,10,13.88,0,0
Sci-Fi,1.0,6.25,25.76,85,9,6.09,0,0
Sci-Fi,69.62,3.33,62.79,160,10,12.46,0,0
Sci-Fi,98.95,6.74,39.5,128,7,14.45,1,1
Horror,53.87,7.89,53.54,157,12,2.02,0,1
Drama,29.76,5.37,33.01,102,10,7.68,0,0
Action,48.86,4.51,67.74,84,1,13.68,1,1
Drama,33.63,9.92,55.6,174,7,15.49,0,1
Drama,108.93,6.59,41.35,102,7,9.28,1,1
Sci-Fi,75.05,7.2,58.28,140,4,6.72,0,1
Horror,77.01,6.73,62.59,116,7,11.2,1,1
Romance,114.65,8.02,51.31,100,10,11.62,0,1
Drama,90.34,7.49,57.86,150,9,19.09,1,1
Horror,46.36,5.61,54.64,99,11,9.43,0,0
Sci-Fi,50.76,2.73,50.54,118,2,18.18,0,0
Sci-Fi,120.79,4.9,58.11,168,3,5.98,0,1
Comedy,27.82,6.22,38.42,136,12,5.39,1,0
Sci-Fi,44.85,8.2,40.1,117,2,12.89,1,1
Sci-Fi,19.61,9.15,80.35,132,7,11.76,0,1
Romance,1.0,5.55,64.95,157,2,18.65,1,1
Action,23.61,9.9,60.53,114,4,3.66,1,1
Sci-Fi,24.2,7.11,57.97,91,3,9.56,0,0
Thriller,31.25,6.54,57.49,144,3,8.28,0,0
Romance,68.37,6.62,53.89,113,1,16.7,0,1
Romance,49.64,7.63,63.72,116,7,10.11,1,1
Fantasy,80.33,6.23,48.12,170,12,11.87,0,1
Horror,54.53,6.2,43.83,138,4,6.57,1,0
Action,55.37,7.98,61.73,127,11,0.95,1,1
Fantasy,41.26,8.41,43.1,171,1,10.79,0,1
Comedy,108.41,6.15,74.04,103,8,6.07,0,1
Romance,37.3,5.96,79.41,150,11,7.73,1,1
Drama,77.5,4.46,36.39,144,11,10.03,1,0
Romance,14.53,5.38,22.17,90,6,14.71,0,0
Comedy,42.7,8.41,53.03,114,9,10.77,1,1
Action,110.23,6.22,48.67,180,5,11.28,1,1
Romance,70.55,7.93,24.08,110,5,14.11,1,1
Sci-Fi,8.01,4.72,53.3,124,4,4.32,1,0
Thriller,19.04,6.67,63.85,80,8,16.47,1,1
Romance,98.06,7.23,9.33,146,7,0.0,1,0
Sci-Fi,52.65,9.42,60.08,178,8,12.36,1,1
Action,41.74,2.23,51.54,92,7,7.01,0,0
Comedy,26.63,8.07,72.27,140,9,14.9,0,1
Action,40.48,6.31,70.75,173,8,12.0,1,1
Horror,92.42,6.21,11.64,109,5,6.24,0,0
Drama,29.0,2.24,30.52,162,12,12.87,1,0
Sci-Fi,31.94,3.12,30.93,147,10,14.27,0,0
Fantasy,67.99,7.1,60.02,123,5,4.65,1,1
Comedy,18.81,9.04,57.86,88,2,11.71,0,1
Thriller,21.95,6.52,24.52,140,2,16.72,1,0
Comedy,50.19,9.09,39.56,160,9,6.54,0,1
Romance,50.94,0.39,27.82,87,10,7.22,0,0
Action,25.72,2.74,67.01,128,7,10.44,0,0
Sci-Fi,64.2,2.54,25.67,111,4,14.93,1,0
Comedy,56.56,8.18,61.38,127,6,15.16,0,1
Comedy,1.0,7.13,54.24,141,12,6.57,0,0
Horror,73.41,6.05,67.2,153,8,12.23,0,1
Fantasy,32.91,7.97,52.55,172,11,15.83,0,1
Horror,74.18,5.52,49.72,100,4,11.84,1,1
Drama,112.39,8.64,71.58,101,2,4.83,0,1
Comedy,47.99,9.28,43.03,109,1,5.3,0,1
Horror,30.65,2.55,41.09,117,8,1.85,0,0
Fantasy,91.36,7.5,66.53,103,4,11.71,0,1
Romance,24.83,7.45,62.33,137,7,10.94,1,1
Romance,106.77,3.77,45.29,83,5,4.2,1,0
Sci-Fi,36.09,3.08,26.04,117,5,0.52,0,0
Action,31.19,5.82,19.42,156,7,14.0,1,0
Comedy,120.98,6.64,35.87,104,8,14.05,1,1
Action,60.89,7.38,0.0,108,9,6.54,1,0
Fantasy,98.66,8.76,37.55,171,3,15.44,1,1
Thriller,49.21,6.2,39.74,132,6,7.19,0,0
Action,47.08,6.46,38.58,83,3,13.57,0,0
Romance,1.0,10.0,41.24,157,10,7.43,0,1
Action,80.35,6.69,73.49,166,9,6.22,1,1
Thriller,61.56,4.91,43.53,83,3,13.53,1,0
Horror,46.65,7.46,38.71,164,8,13.47,1,1
Thriller,67.76,5.1,55.58,114,3,5.97,0,0
Romance,51.15,5.13,42.69,159,5,16.75,1,0
Romance,21.7,3.95,12.61,107,6,5.14,0,0
Horror,60.88,6.66,4.1,103,5,13.24,1,0
Drama,44.28,8.88,48.71,104,11,12.88,0,1
Romance,72.23,7.0,51.24,87,11,8.12,1,1
Fantasy,41.59,7.48,63.1,152,10,0.0,0,0
Comedy,35.94,7.56,31.47,156,12,6.39,0,0
Comedy,33.67,9.03,26.51,98,9,3.27,0,0
Action,23.48,4.58,52.09,104,7,17.08,1,0
Thriller,34.32,4.86,59.45,101,5,1.88,1,0
Romance,62.96,6.8,20.68,166,9,7.62,1,0
Action,27.51,6.1,62.81,92,2,9.92,1,0
Thriller,14.74,4.52,39.21,163,7,7.74,0,0
Romance,73.68,6.51,41.76,107,10,6.39,1,0
Romance,45.86,1.86,55.49,131,7,11.41,1,0
Horror,73.04,8.08,45.4,153,3,6.93,0,1
Sci-Fi,43.39,4.45,23.97,83,1,13.05,1,0
Comedy,32.85,2.07,55.03,162,4,7.18,0,0
Horror,1.0,8.1,48.65,131,5,12.87,0,0
Horror,16.1,6.28,96.25,151,11,18.16,0,1
Horror,23.82,7.09,30.93,133,3,10.53,1,0
Action,58.43,9.74,83.49,94,6,1.24,1,1
Drama,46.73,8.04,65.87,138,5,4.08,1,1
Horror,19.23,8.64,15.02,174,8,8.96,1,0
Horror,1.0,6.83,24.96,166,9,8.9,1,0
Horror,63.88,10.0,42.09,99,4,9.78,1,1
Sci-Fi,76.32,7.04,37.22,147,1,7.86,0,0
Fantasy,78.94,3.32,72.08,83,8,10.79,0,0
Comedy,21.06,2.93,44.55,92,7,10.65,1,0
Drama,80.8,7.79,72.63,157,1,14.23,0,1
Comedy,66.98,4.29,72.59,153,3,19.02,1,1
Romance,66.84,6.44,54.06,130,11,23.39,1,1
Drama,31.72,7.32,67.99,106,7,17.65,1,1
Sci-Fi,46.02,5.38,43.04,155,3,6.91,1,0
Comedy,104.95,3.82,22.49,155,1,10.33,1,0
Thriller,100.32,3.83,74.14,132,8,7.6,1,1
Drama,48.55,5.43,69.43,106,9,15.75,0,1
Drama,55.75,7.03,50.66,115,11,8.42,0,0
Thriller,1.0,3.58,14.23,103,12,13.69,1,0
Drama,86.12,10.0,35.26,179,3,9.05,0,1
Comedy,72.37,7.15,12.0,100,3,18.91,1,0
Action,60.35,6.86,44.29,108,7,15.89,1,1
Romance,31.93,5.94,51.09,177,9,4.81,1,0
Comedy,51.99,6.27,49.45,105,10,19.19,0,1
Romance,93.97,6.84,37.58,129,2,17.36,1,1
Fantasy,60.86,6.36,38.61,170,12,6.72,0,0
Action,128.95,8.83,54.5,170,7,3.23,0,1
Fantasy,74.34,8.68,17.6,140,9,9.57,0,0
Action,22.44,6.54,73.74,174,7,17.9,0,1
Sci-Fi,37.68,4.67,19.93,126,4,12.09,0,0
Fantasy,28.71,4.3,21.01,107,2,15.93,0,0
Action,75.73,6.11,36.81,81,10,11.94,1,0
Comedy,84.61,5.64,46.4,168,5,5.66,1,0
Action,101.49,7.31,78.27,95,12,10.38,0,1
Horror,40.03,9.54,60.3,121,5,11.94,1,1
Romance,64.04,6.76,56.22,95,9,13.28,1,1
Comedy,88.41,4.74,36.79,153,1,2.83,0,0
Romance,96.5,3.59,48.4,134,2,13.67,1,0
Fantasy,13.08,5.83,57.16,88,11,6.07,0,0
Drama,68.6,6.63,56.47,80,4,7.65,1,1
Action,14.21,4.15,41.85,157,2,11.16,1,0
Comedy,31.95,6.08,61.84,156,11,16.76,0,1
Romance,10.8,8.61,79.3,159,10,6.27,1,1
Horror,31.37,5.2,46.82,84,1,15.83,1,0
Drama,6.51,5.76,100.0,105,5,5.59,1,1
Action,14.54,7.67,91.43,134,9,16.43,1,1
Action,22.86,9.24,26.71,143,3,10.98,1,0
Romance,59.09,7.5,66.87,174,9,2.96,0,1
Comedy,51.02,3.2,17.39,91,4,11.85,0,0
Sci-Fi,1.0,8.99,46.3,150,2,11.36,1,1
Action,132.24,4.77,50.52,120,5,0.0,1,0
Fantasy,35.34,5.11,44.55,80,6,13.08,1,0
Drama,10.12,3.44,54.21,179,6,18.5,1,0
Fantasy,67.48,5.06,58.83,140,4,4.76,0,0
Romance,49.86,6.69,8.78,138,12,4.66,0,0
Drama,25.62,3.74,34.58,95,1,8.77,0,0
Comedy,61.72,5.73,66.54,148,1,13.94,0,1
Romance,29.83,2.92,72.91,172,1,3.73,1,0
Thriller,41.13,7.21,66.95,110,6,4.79,1,1
Drama,93.97,5.17,58.15,125,10,15.62,1,1
Comedy,53.71,6.5,76.86,165,6,9.61,1,1
Drama,68.42,4.91,45.33,166,6,11.73,0,0
Romance,34.34,6.42,56.83,141,8,10.01,0,0
Action,54.6,4.44,57.57,87,6,9.12,0,0
Drama,26.88,3.78,53.68,168,1,14.46,0,0
Sci-Fi,25.55,6.24,26.03,121,4,14.62,1,0
Sci-Fi,37.63,8.58,32.05,106,3,13.72,1,1
Action,29.16,2.58,37.3,173,8,2.74,1,0
Sci-Fi,81.14,3.82,58.55,127,10,6.88,1,0
Horror,67.37,8.01,60.46,169,5,9.79,0,1
Sci-Fi,1.0,6.08,1.92,91,7,2.0,1,0
Comedy,101.73,6.32,71.41,158,9,3.04,0,1
Romance,69.23,10.0,46.56,93,4,5.36,0,1
Comedy,84.34,5.24,50.77,128,12,9.38,1,1
Fantasy,44.87,4.04,65.2,123,5,9.98,0,0
Romance,5.18,4.3,20.49,96,6,7.52,1,0
Sci-Fi,10.28,8.19,34.85,170,4,13.42,0,0
Thriller,101.22,2.49,43.8,126,4,8.65,1,0
Sci-Fi,1.18,3.95,59.58,165,10,5.46,1,0
Sci-Fi,6.63,5.07,17.4,111,4,10.43,0,0
Horror,37.02,2.89,29.61,87,3,13.16,0,0
Comedy,8.46,4.15,7.95,97,12,13.73,1,0
Comedy,65.99,8.28,45.2,121,4,5.68,1,1
Thriller,68.32,3.96,14.56,165,4,10.71,0,0
Drama,62.41,2.26,57.55,152,5,6.3,0,0
Fantasy,31.58,5.92,76.53,164,2,10.74,1,1
Drama,58.66,1.61,36.9,108,8,9.46,0,0
Comedy,103.51,8.5,64.65,100,1,2.94,0,1
Sci-Fi,6.98,4.9,49.04,111,8,9.23,1,0
Romance,83.5,4.81,62.46,167,4,13.55,0,1
Comedy,74.24,5.64,62.43,82,2,11.35,0,1
Thriller,46.84,7.46,70.89,118,10,12.05,1,1
Fantasy,54.99,4.88,47.36,128,12,8.0,1,0
Drama,60.7,1.2,59.18,114,5,12.86,1,0
Horror,20.7,4.19,21.11,90,8,0.45,0,0
Fantasy,1.03,7.24,51.22,93,4,27.31,0,1
Romance,77.2,3.52,55.36,126,6,11.1,1,0
Thriller,12.65,4.97,73.33,131,9,9.67,1,0
Sci-Fi,17.21,5.97,39.42,177,9,14.64,0,0
Comedy,34.53,4.29,28.9,121,11,14.76,0,0
Horror,58.53,6.68,85.45,153,8,11.75,1,1
Action,35.02,4.52,28.56,143,8,20.63,0,0
Action,28.28,9.21,56.41,170,12,12.04,1,1
Sci-Fi,78.58,7.98,46.99,88,10,11.07,0,1
Thriller,40.0,5.81,15.82,155,7,7.9,0,0
Romance,26.04,9.0,55.48,112,1,14.33,0,1
Romance,61.84,6.49,29.07,172,6,6.55,1,0
Action,51.76,6.59,28.61,166,11,13.85,1,0
Action,50.86,7.11,65.16,86,10,7.17,1,1
Drama,63.3,6.45,52.53,111,9,17.95,0,1
Action,45.88,7.37,60.41,111,12,7.96,0,1
Romance,75.34,6.52,19.73,172,9,13.12,0,0
Horror,7.15,6.67,71.33,171,11,20.91,0,1
Horror,87.24,9.54,24.77,114,7,8.75,0,1
Thriller,22.6,9.05,44.9,158,5,6.86,0,1
Sci-Fi,1.0,3.66,42.36,138,12,6.07,1,0
Sci-Fi,26.35,5.9,77.99,154,9,7.51,1,1
Romance,39.51,5.7,44.06,140,2,8.28,0,0
Fantasy,27.95,2.32,56.94,177,7,10.46,1,0
Horror,21.05,9.38,23.83,118,6,1.76,0,0
Action,80.32,4.07,51.75,175,9,9.56,1,0
Comedy,23.88,7.78,41.35,147,7,10.76,1,0
Horror,1.0,2.94,64.12,153,2,8.51,1,0
Sci-Fi,39.49,5.47,65.16,145,5,0.0,1,0
Romance,111.36,5.32,51.61,123,3,0.0,1,0
Sci-Fi,18.08,7.6,71.65,135,6,18.16,0,1
Action,23.01,6.22,31.14,108,5,1.7,1,0
Horror,37.89,7.65,63.09,126,10,11.19,1,1
Thriller,96.33,6.26,35.15,121,2,10.63,1,1
Comedy,39.21,4.83,60.15,122,12,0.71,1,0
Drama,19.3,4.32,19.15,126,2,6.22,1,0
Sci-Fi,60.89,7.6,34.46,156,8,6.24,0,0
Thriller,58.66,3.98,41.33,122,1,15.6,1,0
Horror,64.6,5.69,26.31,114,4,5.08,1,0
Romance,18.13,3.62,45.14,157,9,11.55,0,0
Comedy,33.07,6.12,27.43,102,8,11.11,0,0
Sci-Fi,83.77,7.03,48.51,100,9,17.19,0,1
Thriller,62.27,5.55,19.59,150,11,7.7,1,0
Horror,74.26,2.21,57.31,126,6,7.0,0,0
Horror,48.38,7.57,49.67,87,4,6.49,0,0
Comedy,81.69,5.1,69.63,88,3,22.22,0,1
Comedy,58.79,9.82,27.12,89,7,14.65,0,1
Comedy,34.29,6.88,39.78,104,4,12.79,0,0
Drama,72.36,7.85,40.93,88,10,16.71,0,1
Fantasy,23.75,1.88,20.37,126,2,17.63,0,0
Fantasy,96.31,4.78,56.89,95,9,3.85,1,0
Action,80.24,7.21,32.34,149,2,4.14,1,0
Drama,41.22,5.94,46.51,164,11,9.58,1,0
Thriller,44.45,2.84,39.86,137,2,4.37,0,0
Romance,53.97,3.67,73.53,152,6,9.06,1,0
Drama,44.81,6.08,54.75,93,4,13.45,1,1
Action,89.57,5.78,29.35,175,4,24.73,1,1
Sci-Fi,33.84,1.98,32.39,104,7,11.89,1,0
Drama,4.92,9.17,35.16,124,2,0.89,0,0
Sci-Fi,42.24,5.99,33.06,171,12,12.13,1,0
Fantasy,72.58,7.8,56.13,124,10,14.91,0,1
Horror,80.44,8.54,29.44,106,8,5.94,1,1
Horror,53.41,4.61,27.23,81,3,10.48,1,0
Drama,30.98,6.3,19.98,91,7,3.05,0,0
Romance,48.68,5.04,17.5,157,5,9.21,1,0
Action,30.35,7.62,32.96,159,2,8.55,0,0
Comedy,1.0,7.71,33.85,149,10,5.87,0,0
Romance,24.44,4.59,61.66,151,3,10.28,0,0
Romance,65.31,4.54,43.28,147,11,1.36,1,0
Drama,41.88,4.02,50.54,100,6,18.67,1,0
Sci-Fi,40.74,7.19,65.58,96,5,12.21,0,1
Action,83.2,5.22,39.52,96,3,5.15,0,0
Sci-Fi,21.08,3.57,59.95,179,10,8.59,1,0
Horror,24.01,6.84,52.92,82,4,4.63,1,0
Drama,59.93,3.65,62.71,118,1,9.82,1,0
Romance,28.64,4.16,87.65,128,5,8.19,0,0
Horror,28.5,5.51,67.7,158,9,9.67,0,0
Sci-Fi,96.48,6.38,30.25,158,3,14.59,1,1
Sci-Fi,17.84,6.44,36.08,103,5,12.42,0,0
Sci-Fi,28.03,6.84,65.73,98,6,6.48,0,0
Fantasy,63.17,3.98,41.68,178,5,4.9,0,0
Action,48.53,7.76,29.76,173,7,9.45,0,0
Drama,8.8,5.72,36.6,131,1,6.32,0,0
Sci-Fi,103.52,7.39,79.5,165,10,12.09,0,1
Comedy,26.17,5.05,48.19,98,9,8.28,1,0
Sci-Fi,42.63,2.55,56.8,109,6,12.44,1,0
Romance,63.1,8.91,21.66,105,10,22.99,0,1
Fantasy,114.87,3.45,40.39,114,10,8.06,1,0
Fantasy,37.71,4.41,71.35,151,11,13.76,0,1
Thriller,22.42,7.68,59.43,116,8,18.72,0,1
Drama,64.93,7.69,20.55,106,2,1.7,1,0
Fantasy,112.64,7.07,58.49,159,1,1.1,1,1
Horror,54.08,1.51,29.98,157,2,0.03,0,0
Thriller,41.44,4.63,59.15,99,10,9.47,1,0
Comedy,61.74,5.34,42.22,167,1,19.44,0,1
Thriller,1.0,4.42,45.76,132,7,13.55,0,0
Drama,31.55,4.15,76.48,154,12,12.56,1,1
Drama,1.0,8.08,14.35,102,3,18.83,1,0
Sci-Fi,39.2,7.92,34.31,127,2,0.0,1,0
Fantasy,34.61,4.33,39.26,140,8,8.63,1,0
Comedy,1.0,6.22,23.75,142,12,5.2,1,0
Fantasy,55.38,3.63,74.75,93,8,10.7,0,0
Thriller,68.54,8.38,23.27,178,5,13.79,0,1
